ANO;DOCUMENTO;Nº ;ATO NORMATIVO;EMENTA;ÁREA MMA;ASSUNTO;LINK;STATUS;REVOGA
2020;RESOLUÇÃO CONAMA;497;Resolução CONAMA Nº 497/2020;Altera a Resolução nº 411, de 6 de maio de 2009, que dispõe sobre procedimentos para inspeção de indústrias consumidoras ou transformadoras de produtos e subprodutos florestais madeireiros de origem nativa, bem como os respectivos padrões de nomenclatura e coeficientes de rendimento volumétricos, inclusive carvão vegetal e resíduos de serraria.;CONAMA;PRODUTOS FLORESTAIS;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=796;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2019;PORTARIA MMA;630;Portaria MMA nº 630, de 05 de novembro de 2019;Aprova o Regimento Interno do Conselho Nacional do Meio Ambiente - Conama. ;DCONAMA;CONAMA;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=08/11/2019&jornal=515&pagina=117&totalArquivos=243;VIGENTE;"Art. 3º Fica revogada a Portaria nº 452, de 17 de novembro de 2011, publicada no DOU  de 18 de novembro de 2011, Seção 1, páginas 114
a 118."
2011;PORTARIA MMA;177;Portaria MMA nº 177, de 30 de maio de 2011;"Aprova Regimento Interno para o Comitê Interministerial da Política Nacional de Resíduos Sólidos
REVOGADO pela Portaria MMA nº 188, de 13 de julho de 2022.";SQA;COLEGIADOS;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=31/05/2011&jornal=1&pagina=79&totalArquivos=104;REVOGADO;
2019;PORTARIA MMA;3;Portaria MMA nº 03, de 03 de outubro de 2019 ;"Câmara Técnica para análise de  propostas do Edital FDD 2019 - Gestão de  Resíduos Sólidos Urbanos.
REVOGADO pela Portaria MMA nº 188, de 13 de julho de 2022.";SQA;COLEGIADOS;https://biosfera.mma.gov.br/internal/#/internalnewsletter/1707;REVOGADO;
2020;DECRETO;10483;Decreto nº 10.483, de 10 de setembro de 2020;"Dispõe sobre a prorrogação do mandato de representantes do Conselho Nacional do Meio Ambiente.
REVOGADO pelo Decreto nº 11.417, de 16 de fevereiro de 2023.";EXTERNO;CONAMA;http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2020/decreto/D10483.htm#:~:text=DECRETO%20N%C2%BA%2010.483%2C%20DE%2010,Conselho%20Nacional%20do%20Meio%20Ambiente.;REVOGADO;
2001;RESOLUÇÃO CONAMA;295;Resolução CONAMA Nº 295/2001;Prorrogar a validade, por mais um ano das Câmaras Técnicas Temporárias do CONAMA. Aprovada na 64a Reunião Ordinária do CONAMA em 12 de dezembro de 2001.;CONAMA;COLEGIADOS;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=292;ATO EXAURIDO;
2002;RESOLUÇÃO CONAMA;292;Resolução CONAMA Nº 292/2002;"Disciplina o cadastramento e recadastramente de Entidades Ambientalistas no CNEA. Altera a Resolução nº 06, de 1989. Revoga as Resoluções nº 22, de 1994, e nº 234, de 1997.
REVOGADO pela Resolução CONAMA 502/2021.
REPRESTINADO PELA RES CONMA Nº 504/2023";CONAMA;CONAMA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=289;VIGENTE;
2002;RESOLUÇÃO CONAMA;296;Resolução CONAMA Nº 296/2002;Institui o Calendário de Reuniões Ordinárias do CONAMA para o ano de 2002.;CONAMA;GESTÃO ADMINISTRATIVA DO ÓRGÃO;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=293;ATO EXAURIDO;
2020;PORTARIA MMA;340;Portaria MMA nº 340, de 31 de julho de 2020;"
Torna pública a abertura de processo de consulta pública de proposta do Plano Nacional de Resíduos Sólidos - PLANARES.";SQA;AGENDA AMBIENTAL URBANA;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=600&pagina=1&data=31/07/2020&totalArquivos=1;ATO EXAURIDO;
2020;PORTARIA MMA;516;Portaria MMA nº 516, de 28 de setembro de 2020;"
Estabelece período adicional para a consulta pública de proposta do Plano Nacional de Resíduos Sólidos - Planares, de que trata a Portaria nº 340, de 31 de julho de 2020. ";SQA;AGENDA AMBIENTAL URBANA;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/09/2020&jornal=515&pagina=80;ATO EXAURIDO;
2020;INSTRUÇÃO NORMATIVA IBAMA;22;Instrução Normativa IBAMA nº 22, de 24 de setembro de 2020; Regulamentar a determinação das emissões de gases orgânicos não metano (NMOG) provenientes do escapamento de veículos rodoviários leves de passageiros e leves comerciais, quando abastecidos com combustíveis de referência etanol hidratado brasileiro de referência (EHR), mistura em volume de 78% de gasolina brasileira de referência e 22% de etanol anidro brasileiro de referência (gasool A22), mistura em volume de 50% de gasool A22 brasileiro de referência e 50% de etanol hidratado brasileiro de referência (gasool A11H50), gás combustível veicular de referência (GVR) ou Diesel, em atendimento ao artigo 2º da Resolução Conama nº 492, de 20 de dezembro de 2018;IBAMA;AGENDA AMBIENTAL URBANA;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/09/2020&jornal=515&pagina=80;VIGENTE;
2020;INSTRUÇÃO NORMATIVA IBAMA;23;Instrução Normativa IBAMA nº 23, de 24 de setembro de 2020;"Estabelecer especificações e critérios de verificação e certificação do Sistema de Diagnose a Bordo OBDBr-3, aplicados a veículos leves, em atendimento aos arts. 18 e 19 da Resolução CONAMA nº 492, de 20 de dezembro de 2018
RETIFICAÇÃO DOU 27/11/2020 - ALTERADA POR IN Nº 25/2023";IBAMA;AGENDA AMBIENTAL URBANA;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/09/2020&jornal=515&pagina=82&totalArquivos=215;VIGENTE;
2020;RESOLUÇÃO CONAMA;499;Resolução CONAMA Nº 499/2020;Dispõe sobre o licenciamento da atividade de coprocessamento de resíduos em fornos rotativos de produção de clínquer.  Revoga a Resolução Conama nº 264, de 26 de agosto de 1999.;CONAMA;AGENDA AMBIENTAL URBANA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=798;NÃO CONSTA REVOGAÇÃO EXPRESSA;Fica revogada a Resolução Conama nº 264, de 26 de agosto de 1999
2020;RESOLUÇÃO CONAMA;500;Resolução CONAMA Nº 500/2020;"Declara a revogação das resoluções discriminadas neste ato - Resolução declarada inconstitucional, com a imediata restauração da
vigência e eficácia das Resoluções CONAMA nºs 284/2001, 302/2002 e
303/2002 - ADPF n. 749 e 747";CONAMA;ÁREAS PROTEGIDAS E UNIDADES DE CONSERVAÇÃO;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=800;TORNADO SEM EFEITO;"Art. 1º Fica declarada a revogação da:
I - Resolução nº 284, de 30 agosto de 2001, que dispõe sobre o licenciamento de empreendimentos de irrigação.
II - Resolução nº 302, de 20 de fevereiro de 2002, que dispõe sobre os parâmetros, definições e limites de Áreas de Preservação Permanente de reservatórios artificiais e o regime de uso do entorno; e
III - Resolução nº 303, de 13 de maio de 2002, que dispõe sobre parâmetros, definições e limites de Áreas de Preservação Permanente"
2020;INSTRUÇÃO NORMATIVA IBAMA;26;Instrução Normativa IBAMA nº 26, de 17 de dezembro de 2020;Dispõe sobre a regulamentação do Art. 4º, § 8º, Art. 15, dos Capítulos V e VII e Art. 23, § 3º da Resolução CONAMA 492, de 20 de dezembro de 2018, e dá outras providências.;IBAMA;AGENDA AMBIENTAL URBANA;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=18/12/2020&jornal=515&pagina=100&totalArquivos=249;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2020;INSTRUÇÃO NORMATIVA IBAMA;29;Instrução Normativa IBAMA nº 29, de 29 de dezembro de 2020;"Dispõe sobre os Arts. 14 e 23 da Resolução
CONAMA nº 492 de 2018, para referenciar a norma técnica de medição da emissão de amônia e para estabelecer os requisitos e critérios para a determinação do fator Ki, ou fator de regeneração.";IBAMA;AGENDA AMBIENTAL URBANA;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=30/12/2020&jornal=515&pagina=74&totalArquivos=179;VIGENTE;
2021;INSTRUÇÃO NORMATIVA IBAMA;3;Instrução Normativa IBAMA nº 03, de 24 de fevereiro de 2021;Dispõe sobre o Capítulo VIII da Resolução CONAMA 492, de 2018, para estabelecer os requisitos e critérios para a avaliação de veículos leves de passageiros e veículos leves comerciais por meio de ensaio de emissões em tráfego real para as Fases PROCONVE L7 e L8.;IBAMA;AGENDA AMBIENTAL URBANA;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=26/02/2021&jornal=515&pagina=160&totalArquivos=199;VIGENTE;
2021;INSTRUÇÃO NORMATIVA IBAMA;7;Instrução Normativa IBAMA nº 07, de 16 de junho de 2021;Altera o Art. 16 da Instrução Normativa 23, de 24 de setembro de 2020, que dispõe sobre os artigos 18 e 19 da Resolução Conama nº 492, de 20 de dezembro de 2018, para estabelecer especificações e critérios de verificação e certificação do Sistema de Diagnose a Bordo OBDBr-3, aplicados a veículos leves.;IBAMA;AGENDA AMBIENTAL URBANA;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=18/06/2021&jornal=515&pagina=93&totalArquivos=175;VIGENTE;
2018;PORTARIA MMA;59;Portaria CONAMA nº 59, de 19 de março de 2018;"Altera a Resolução nº 474, de 6 de abril de 2016, que dispõe sobre procedimentos para inspeção de indústrias consumidoras ou transformadoras de produtos e subprodutos florestais madeireiros de origem nativa, bem como os respectivos padrões de coeficientes de rendimento volumétricos demadeira serrada.
TORNADO SEM EFEITO POR PORTARIA PORTARIA No 81, DE 28 DE MARÇO DE 2018";DCONAMA;CONAMA;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=21/03/2018&jornal=515&pagina=62&totalArquivos=86;REVOGADO;
2018;OUTROS ATOS DE COLEGIADOS;81;Portaria CONAMA nº 81, de 28 de março de 2018;Torna sem efeito a Portaria nº 59, de 19 de março de 2018.;DCONAMA;CONAMA;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=29/03/2018&jornal=515&pagina=252&totalArquivos=300;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2011;PORTARIA MMA;452;Portaria MMA nº 452, de 17 de novembro de 2011;Aprovar o Regimento Interno do Conselho Nacional do Meio Ambiente-CONAMA, na forma do Anexo a esta Portaria;DCONAMA;GESTÃO ADMINISTRATIVA DO ÓRGÃO;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=18/11/2011&jornal=1&pagina=114&totalArquivos=204;REVOGADO;
2005;PORTARIA MMA;168;Portaria MMA nº 168, de 10 de junho de 2005; Aprovar o Regimento Interno do Conselho Nacional do Meio Ambiente-CONAMA, na forma do Anexo a esta Portaria.;DCONAMA;GESTÃO ADMINISTRATIVA DO ÓRGÃO;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=13/06/2005&jornal=1&pagina=86&totalArquivos=152;REVOGADO;
2002;PORTARIA MMA;499;Portaria MMA nº 499, de 18 de dezembro de 2002; Aprovar o Regimento Interno do Conselho Nacional do Meio Ambiente-CONAMA, na forma do Anexo a esta Portaria.;DCONAMA;GESTÃO ADMINISTRATIVA DO ÓRGÃO;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=19/12/2002&jornal=1&pagina=220&totalArquivos=336;REVOGADO;
2018;PORTARIA MMA;253;Portaria MMA nº 253, de 26 de junho de 2018;"Estabelece calendário e regras para a eleição das vagas destinadas as entidades ambientalistas no Conselho Nacional do Meio Ambiente - CONAMA, inscritas no Cadastro Nacional de Entidades Ambientalistas - CNEA, para o biênio 2019/2021.
REVOGADO POR PORTARIA Nº90, DE 01/04/2022";DCONAMA;CONAMA;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=28/06/2018&jornal=515&pagina=52&totalArquivos=108;REVOGADO;
2021;INSTRUÇÃO NORMATIVA IBAMA;8;Instrução Normativa IBAMA nº 08, de 20 de julho de 2021;"Regulamentar a alínea ""g"", inc. I, art. 8º do Decreto nº 10.240/2020, e especificar as hipóteses de obrigatoriedade de emissão da Autorização Ambiental para Transporte de Produtos Perigosos para o transporte interestadual dos produtos eletroeletrônicos descartados e dos resíduos eletroeletrônicos.";IBAMA;AGENDA AMBIENTAL URBANA / SEGURANÇA QUÍMICA;https://in.gov.br/web/dou/-/instrucao-normativa-n-8-de-20-de-julho-de-2021-333770756;VIGENTE;Instrução Normativa Ibama nº 24, de 21 de novembro de 2019.
2021;INSTRUÇÃO NORMATIVA IBAMA;9;Instrução Normativa IBAMA nº 09, de 20 de julho de 2021;"Regulamentar a alínea ""g"", inc. I, art. 8º do Decreto nº 10.240/2020, e especificar as hipóteses de obrigatoriedade de emissão da Autorização Ambiental para Transporte de Produtos Perigosos para o transporte interestadual dos produtos eletroeletrônicos descartados e dos resíduos eletroeletrônicos.";IBAMA;AGENDA AMBIENTAL URBANA / SEGURANÇA QUÍMICA;https://in.gov.br/web/dou/-/instrucao-normativa-n-8-de-20-de-julho-de-2021-333770756;VIGENTE;Instrução Normativa nº 01, de 18 de março de 2010
2017;PORTARIA MMA;184;Portaria MMA nº 184, de 17 de maio de 2017;Homologa os Processos das entidades ambientalistas que tiveram seu cadastramento deferido conforme avaliação da Comissão Permanente do Cadastro Nacional de Entidades Ambientalistas-CPCNEA, na sua 81a Reunião, realizada no dia 8 de novembro de 2016, em Brasília.;DCONAMA;CONAMA;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=18/05/2017&jornal=1&pagina=86&totalArquivos=220;VIGENTE;
2021;PORTARIA IBAMA;2334;Portaria IBAMA nº 2.334, de 14 de setembro de 2021;Dispõe sobre o procedimento e as condições para consentimento das movimentações de trânsito de resíduos perigosos e outros resíduos, conforme os ditames da Convenção de Basileia sobre o Controle de Movimentos Transfronteiriços de Resíduos Perigosos e seu Depósito;IBAMA;SEGURANÇA QUÍMICA;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=15/09/2021&jornal=515&pagina=210&totalArquivos=269;VIGENTE;
2001;RESOLUÇÃO CONAMA;287;Resolução CONAMA nº 287/2001;Dá nova redação a dispositivos da Resolução CONAMA nº 266, de 3 de agosto de 2000, que dispõe sobre a criação, a normatização e o funcionamento dos jardins botânicos, e dá outras providências. Revogada pela Resolução nº 339, de 2003. ;CONAMA;JARDIM BOTÂNICO;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=284;REVOGADO;
2021;DECRETO ;10838;Decreto nº 10.838, de 18 de outubro de 2021;Regulamenta os art. 6º e art. 8º da Lei nº 14.182, de 12 de julho de 2021, para dispor sobre os programas de revitalização dos recursos hídricos das Bacias Hidrográficas do Rio São Francisco e do Rio Parnaíba e daquelas na área de influência dos reservatórios das Usinas Hidrelétricas de Furnas E Cria o Conselho Gestor do Programa de Revitalização de Recursos Hídricos ;EXTERNO;RECURSOS HÍDRICOS / AGENDA AMBIENTAL URBANA / RESÍDUOS SÓLIDOS / COLEGIADOS;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=19/10/2021&jornal=515&pagina=22;VIGENTE;
2016;PORTARIA MMA;476;Portaria MMA nº 476, de 27 de outubro de 2016;"Estabelece o calendário e as regras para a eleição das vagas destinadas as entidades ambientalistas no Conselho Nacional do Meio Ambiente-CONAMA, devidamente inscritas no Cadastro Nacional de Entidades Ambientalistas-CNEA, para o biênio 2017/2019.
REVOGADO POR PORTARIA Nº90, DE 01/04/2022";DCONAMA;CONAMA;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=28/10/2016&jornal=1&pagina=44&totalArquivos=516;REVOGADO;
2011;OUTROS ATOS DE COLEGIADOS;452;Portaria CONAMA nº 452, de 17 de novembro de 2011;Aprovar o Regimento Interno do Conselho Nacional do Meio Ambiente-CONAMA;CONAMA;CONAMA;http://conama.mma.gov.br/?option=com_sisconama&task=arquivo.download&id=791;REVOGADO;
2021;INSTRUÇÃO NORMATIVA IBAMA;17;Instrução Normativa IBAMA nº 17, de 1º de dezembro de 2021;Esta Instrução Normativa dispõe sobre o acesso às informações de produtos e resíduos passíveis de controle ambiental pelo Ibama nas operações de importação e exportação, conforme previsto no inciso VII do caput e no parágrafo único do art. 9º-A do Decreto nº 660, de 25 de setembro de 1992, incluído pelo Decreto nº 10.010, de 5 de setembro de 2019;IBAMA;FISCALIZAÇÃO AMBIENTAL;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=02/12/2021&jornal=515&pagina=104;VIGENTE;REVOGA IN nº 7, de 21 de fevereiro de 2020
2021;RESOLUÇÃO CONAMA;502;Resolução CONAMA nº 502, de 08 de dezembro de 2021;"Disciplina o cadastramento e recadastramento das Entidades Ambientalistas no CNEA.
REVOGADO POR RESOLUÇÃO CONAMA Nº 504/2023";CONAMA;CONAMA;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=09/12/2021&jornal=515&pagina=368&totalArquivos=454;REVOGADO;"Art. 11. Ficam revogadas: I - a Resolução CONAMA nº 06, de 15 de junho de 1989; e II - a Resolução CONAMA nº 292, de 21 de março de 2002."
2021;INSTRUÇÃO NORMATIVA IBAMA;19;Instrução Normativa IBAMA nº 19, de 09 de dezembro de 2021;"Dispõe sobre o procedimento transitório para a Avaliação de Conformidade de Produção - ACP, de que trata o Artigo 32 da Resolução Conama nº 492, de 20 de dezembro de 2018, e o Artigo 21 da Resolução Conama 493, de 24 de junho de 2019.
ALTERADO pela Instrução Normativa IBAMA nº 22, de 16 de dezembro de 2022.
REVOGADO POR Instrução Normativa IBAMA nº 5, de 15 de março de 2024";IBAMA;AGENDA AMBIENTAL URBANA;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=13/12/2021&jornal=515&pagina=149&totalArquivos=294;REVOGADO;
2021;INSTRUÇÃO NORMATIVA IBAMA;20;Instrução Normativa IBAMA nº 20, de 10 de dezembro de 2021;"Altera os Arts. 16, 17 e ANEXO e inclui novo Art. 6A na Instrução Normativa 23, de 24 de setembro de 2020, que dispõe sobre os artigos 18 e 19 da Resolução Conama nº 492, de 20 de dezembro de 2018, para estabelecer especificações e critérios de verificação e certificação do Sistema de Diagnose a
Bordo OBDBr-3, aplicados a veículos leves.";IBAMA;AGENDA AMBIENTAL URBANA;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=15/12/2021&jornal=515&pagina=120&totalArquivos=393;VIGENTE;
2021;INSTRUÇÃO NORMATIVA IBAMA;21;Instrução Normativa IBAMA nº 21, de 10 de dezembro de 2021;"Altera o Art. 5º e Anexo e inclui um novo art. 9-A na Instrução Normativa 22, de 24 de setembro de 2020, que dispõe sobre a regulamentação prevista no artigo 2º da Resolução Conama nº 492, de 20 de dezembro de 2018, relativo à determinação das emissões de gases orgânicos não metano (NMOG) provenientes do escapamento de veículos rodoviários leves de passageiros e leves comerciais quando abastecidos com etanol hidratado brasileiro de referência (EHR), gasool A22, gasool A11H50, gás combustível veicular de referência (GVR) ou Diesel
";IBAMA;AGENDA AMBIENTAL URBANA;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=15/12/2021&jornal=515&pagina=123&totalArquivos=393;VIGENTE;
2021;RESOLUÇÃO CONAMA;503;Resolução CONAMA nº 503, de 14 de dezembro de 2021;Define critérios e procedimentos para o reúso em sistemas de fertirrigação de efluentes provenientes de indústrias de alimentos, bebidas, laticínios, frigoríficos e graxarias;CONAMA;CONAMA / SEGURANÇA QUÍMICA;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=16/12/2021&jornal=515&pagina=202&totalArquivos=309;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2021;RESOLUÇÃO CONAMA;503;Resolução CONAMA nº 503, de 14 de dezembro de 2021 - RETIFICAÇÃO;"Na tabela constante do art. 4º, §2º, da Resolução CONAMA nº 503, de 14 de dezembro de 2021, publicada no Diário Oficial da União de 16 de dezembro de 2021, Seção 1, páginas 202 a 204;";CONAMA;CONAMA;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=23/12/2021&jornal=515&pagina=293&totalArquivos=578;NÃO CONSTA REVOGAÇÃO EXPRESSA;
2022;DECRETO ;11044;Decreto nº 11.044, de 13 de abril de 2022;"Institui o Certificado de Crédito de Reciclagem - Recicla+.
REVOGADO pelo Decreto 11.413, de 13 de fevereiro de 2023.";EXTERNO;AGENDA AMBIENTAL URBANA;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=14/04/2022&jornal=515&pagina=191&totalArquivos=526;REVOGADO;
2022;DECRETO ;11043;Decreto nº 11.043, de 13 de abril de 2022;Aprova o Plano Nacional de Resíduos Sólidos.;EXTERNO;AGENDA AMBIENTAL URBANA;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=14/04/2022&jornal=515&pagina=2&totalArquivos=526;VIGENTE;
2022;DECRETO ;10936;Decreto nº 10.936, de 12 de janeiro de 2022;Regulamenta a Lei nº 12.305, de 2 de agosto de 2010, que institui a Política Nacional de Resíduos Sólidos.;EXTERNO;AGENDA AMBIENTAL URBANA;http://www.planalto.gov.br/ccivil_03/_Ato2019-2022/2022/Decreto/D10936.htm;VIGENTE;
2013;OUTROS ATOS - IBAMA/ICMBIO/JBRJ/ANA/SFB;48;Orientação Jurídica-Normativa nº 48/2013;Supressão de vegetação e intervenção em Área de Preservação Permanente: a Resolução Conama nº 369 de 2006 e o Novo Código Florestal - Lei nº12.651 de 2012. ;IBAMA;GESTÃO ADMINISTRATIVA DO ÓRGÃO;https://www.gov.br/ibama/pt-br/acesso-a-informacao/institucional/arquivos/ojn/ojn_48_2013_intervencao_em_app_res_conama_369_2006_e_lei_12651_2012.pdf;VIGENTE;
2022;PORTARIA IBAMA;133;Portaria IBAMA nº 133, de 08 de novembro de 2022;Estabelece Procedimento Operacional Padrão para emissão de autorização para uso do Selo Ruído em eletrodomésticos no âmbito da Coordenação de Controle de Resíduos e Emissões;IBAMA;AGENDA AMBIENTAL URBANA;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=10/11/2022&jornal=515&pagina=171&totalArquivos=220;VIGENTE;
2022;INSTRUÇÃO NORMATIVA IBAMA;15;Instrução Normativa IBAMA nº 15, de 18 de novembro de 2022;Altera o Anexo da Instrução Normativa Nº 22, de 24 de setembro de 2020, que dispõe sobre a regulamentação prevista no artigo 2º da Resolução Conama Nº 492, de 20 de dezembro de 2018, relativo à determinação das emissões de gases orgânicos não metano (NMOG) provenientes do escapamento de veículos rodoviários leves de passageiros e leves comerciais quando abastecidos com etanol hidratado brasileiro de referência (EHR), gasool A22, gasool A11H50, gás combustível veicular de referência (GVR) ou Diesel.;IBAMA;ATIVIDADES POTENCIALMENTE POLUIDORAS;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=21/11/2022&jornal=515&pagina=40&totalArquivos=107;VIGENTE;
2022;INSTRUÇÃO NORMATIVA IBAMA;21;Instrução Normativa IBAMA nº 21, de 16 de dezembro de 2022;"Estabelece os requisitos técnicos e de homologação, e as especificações e critérios de verificação e certificação do Sistema de Diagnose a Bordo OBDM1, aplicados aos veículos da categoria L dos ciclomotores, motociclos e veículos similares homologados na fase M5 do Programa de Controle da Poluição do Ar por Motociclos e Veículos similares - PROMOT, em conformidade com a Resolução Conama nº 493, de 24 de junho de 2019.
ALTERADA POR IN Nº 10/2024";IBAMA;AGENDA AMBIENTAL URBANA;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=20/12/2022&jornal=515&pagina=191&totalArquivos=279;VIGENTE;
2022;INSTRUÇÃO NORMATIVA IBAMA;22;Instrução Normativa IBAMA nº 22, de 16 de dezembro de 2022;"Altera o art. 2º da Instrução Normativa Nº 19, de 9 de dezembro de 2021, que dispõe sobre o procedimento transitório para a Avaliação de Conformidade de Produção - ACP, de que trata o Artigo 32 da Resolução Conama nº 492, de 20 de dezembro de 2018, e o Artigo 21 da Resolução Conama 493, de 24 de junho de 2019.
REVOGADO POR Instrução Normativa IBAMA nº 5, de 15 de março de 2024";IBAMA;AGENDA AMBIENTAL URBANA;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=20/12/2022&jornal=515&pagina=198&totalArquivos=279;REVOGADO;
2022;INSTRUÇÃO NORMATIVA IBAMA;23;Instrução Normativa IBAMA nº 23, de 16 de dezembro de 2022;"Regulamenta o controle das emissões corporativas e a gestão de créditos de emissão de poluentes da fase PROCONVE L8, em conformidade com os Arts. 4º e 26 da Resolução CONAMA Nº 492, de 2018.
RETIFICAÇÃO DOU 11.05.23 SEÇÃO 1
ALTERADA PO IN IBAMA nº 28, de 8 de dezembro  de 2023";IBAMA;CLIMA;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=20/12/2022&jornal=515&pagina=198&totalArquivos=279;VIGENTE;
1976;PORTARIA MMA;13;Portaria Ministério do Interior nº 13, de 15 de janeiro de 1976. (publicado no DOU de 23/01/1976);"Define o sistema de classificação da qualidade da água para águas doces de acordo com os usos preponderantes em nível federal.
REVOGADO pela Resolução CONAMA nº 20, de 18 de junho de 1986.";EXTERNO;RECURSOS HÍDRICOS;http://biblioteca.in.gov.br/web/dou/dou/-/document_library/kcmautn6AnNs/view/495607;REVOGADO;
2023;DECRETO ;11413;Decreto nº 11.413, de 13 de fevereiro de 2023.;Institui o Certificado de Crédito de Reciclagem de Logística Reversa, o Certificado de Estruturação e Reciclagem de Embalagens em Geral e o Certificado de Crédito de Massa Futura, no âmbito dos sistemas de logística reversa de que trata o art. 33 da Lei nº 12.305, de 2 de agosto de 2010.;EXTERNO;AGENDA AMBIENTAL URBANA;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=600&pagina=1&data=13/02/2023&totalArquivos=4;VIGENTE;Art. 33. Fica revogado o Decreto nº 11.044, de 13 de abril de 2022.
2023;DECRETO ;11414;Decreto nº 11.414, de 13 de fevereiro de 2023.;Institui o Programa Diogo de Sant'Ana PróCatadoras e Pró-Catadores para a Reciclagem Popular e o Comitê Interministerial para Inclusão Socioeconômica de Catadoras e Catadores de Materiais Reutilizáveis e Recicláveis.;EXTERNO;AGENDA AMBIENTAL URBANA;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=13/02/2023&jornal=600&pagina=3&totalArquivos=4;VIGENTE;
2023;DECRETO ;11417;Decreto nº 11.417, de 16 de fevereiro de 2023.;Altera o Decreto nº 99.274, de 6 de junho de 1990, para dispor sobre a composição e o funcionamento do Conselho Nacional do Meio Ambiente - Conama.;EXTERNO;CONAMA;https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=17/02/2023&jornal=515&pagina=5&totalArquivos=302;VIGENTE;"Art. 2º Ficam revogados: I - os seguintes dispositivos do Decreto nº 99.274, de 1990: a) o art. 5º; e b) o art. 6º-C; II - o art. 1º do Decreto nº 3.942, de 27 de setembro de 2001, na parte em que altera os seguintes dispositivos do Decreto nº 99.274, de 1990: a) o art. 4º; b) o art. 5º; c) os § 3º e § 5º do art. 6º; e d) o inciso III do caput do art. 7º; III - o art. 1º do Decreto nº 6.792, de 10 de março de 2009, na parte em que altera os seguintes dispositivos do Decreto nº 99.274, de 1990: a) o inciso II do caput do art. 4º; b) o art. 5º; c) o art. 7º; e d) o art. 8º; IV - o Decreto nº 9.806, de 28 de maio de 2019; V - o Decreto nº 9.939, de 24 de julho de 2019; VI - o Decreto nº 10.483, de 10 de setembro de 2020; e VII - o Decreto nº 11.018, de 30 de março de 2022."
